koi_period,koi_depth,koi_duration,koi_ror,koi_teq,koi_insol,label
8.025118521,3120.4,5.3694,0.052128,1093.0,336.73,1
5.79529495,334.3,2.272,0.01791,534.0,19.23,1
73.7578875,1836.9,2.69,0.042132,375.0,4.66,1
8.30537702,365.6,3.751,0.017763,809.0,101.43,1
13.22714056,812.0,3.2861,0.025421,638.0,39.1,1
51.8098276,1025.4,6.343,0.028842,410.0,6.71,1
4.38536428,198.5,2.5126,0.012779,935.0,180.22,1
34.205785079,183.2,5.1691,0.012235,471.0,11.67,1
13.97945055,356.1,1.2325,0.021836,635.0,38.44,1
3.554856338,232.9,2.1004,0.014177,1157.0,425.04,1
5.28790754,343.9,8.5274,0.017041,1661.0,1802.31,1
8.45746636,1320.3,2.2906,0.03274,540.0,20.08,1
17.28116957,1562.8,2.829,0.035589,425.0,7.75,1
32.1340014,1262.0,2.691,0.032079,346.0,3.39,1
59.7711433,574.5,4.843,0.025906,522.0,17.53,1
4.417692516,279.2,2.323,0.021644,790.0,92.16,1
10.08744556,568.1,2.9884,0.026351,942.0,186.14,1
16.34355902,829.4,5.474,0.02826,730.0,67.34,1
21.96401646,693.4,2.7509,0.0246,643.0,40.41,1
125.602323,925.7,7.105,0.027646,360.0,3.95,1
12.51353325,430.8,4.301,0.019678,706.0,58.69,1
17.9134215,197.8,4.364,0.014619,626.0,36.38,1
25.2149143,174.1,5.76,0.012512,559.0,23.05,1
5.42586901,259.0,2.5342,0.01453,973.0,211.66,1
19.58561177,532.9,1.755,0.028415,666.0,46.51,1
4.544436472,879.3,1.8141,0.029367,1017.0,253.48,1
12.76220558,653.8,2.0688,0.03105,721.0,63.86,1
38.7149617,694.8,3.441,0.025654,498.0,14.55,1
8.78458274,210.8,6.459,0.014093,1149.0,411.55,0
3.69298623,763.3,1.7744,0.027871,745.0,72.66,1
5.334082429,4676.5,6.2226,0.062872,1495.0,1180.64,1
6.4980147,190.9,2.4384,0.015491,1026.0,262.18,1
19.76169247,392.5,3.9097,0.021935,791.0,92.38,1
5.18498961,430.1,2.1397,0.018775,652.0,42.62,1
85.6542476,476.0,6.866,0.019774,522.0,17.51,1
19.32945602,935.5,3.794,0.027084,529.0,18.57,1
3.290114076,645.3,1.5151,0.02297,802.0,97.96,1
2.086075752,3657.8,2.2647,0.066543,1845.0,2747.42,0
3.311864148,5976.5,1.4049,0.088567,1116.0,365.94,1
2.422084188,1871.8,2.5613,0.039181,1213.0,511.66,1
78.5461106,658.7,8.689,0.023284,501.0,14.85,1
16.92342126,1125.3,4.1864,0.031414,702.0,57.37,1
5.47665801,648.0,2.5482,0.026032,741.0,71.0,1
4.580346161,308.3,2.097,0.015995,889.0,147.56,1
2.248288213,263.2,2.0361,0.014461,1127.0,380.75,1
6.76690759,249.3,1.7062,0.015191,781.0,87.79,1
34.1732156,635.0,4.7679,0.026045,465.0,11.09,1
16.7364755,1147.0,2.151,0.038278,464.0,10.99,1
137.8645881,2363.0,1.922,0.324187,170.0,0.2,0
12.43929428,254.3,3.176,0.015366,627.0,36.57,1
7.62635494,296.1,2.4168,0.0154,703.0,57.89,1
11.35010642,1221.0,2.2792,0.031169,403.0,6.25,1
109.4450597,1269.6,3.792,0.032089,340.0,3.14,1
7.56052209,659.8,3.8573,0.02342,914.0,164.9,1
12.12401737,788.4,3.3091,0.024936,675.0,48.98,1
9.38740646,384.6,1.6165,0.024006,575.0,25.83,1
7.41556471,150.4,1.973,0.011162,622.0,35.37,1
24.2101973,458.0,4.046,0.019502,451.0,9.8,1
23.8990075,293.4,15.955,0.015456,823.0,108.3,1
6.22161107,165.0,3.4117,0.013264,1101.0,348.15,1
6.17998508,750.5,2.1094,0.024584,814.0,104.06,1
1.569066598,147.2,2.7803,0.011031,1849.0,2763.39,1
9.59068586,544.6,3.452,0.021503,1087.0,329.34,1
7.03932913,836.7,3.514,0.034474,1060.0,298.33,1
49.6075771,626.7,2.9575,0.025127,402.0,6.17,1
16.84183355,822.1,2.6194,0.027911,699.0,56.43,1
7.340714946,8510.5,2.9987,0.087453,1155.0,421.03,1
12.55111099,494.1,3.1293,0.020536,480.0,12.56,1
3.003879547,8538.0,3.2848,0.085668,1438.0,1011.87,1
24.0884178,387.2,3.952,0.017719,386.0,5.26,1
12.75800092,187.9,4.1828,0.012453,822.0,107.96,1
5.47033376,112.0,3.1441,0.00962,1090.0,334.27,1
6.51112385,695.1,1.6919,0.028261,1008.0,243.67,1
23.85163321,833.7,2.4453,0.030835,654.0,43.19,1
2.714078374,143.5,1.3115,0.012781,1301.0,675.86,1
122.8799543,717.7,7.835,0.028739,326.0,2.66,1
4.88753111,679.6,2.034,0.023483,1003.0,239.11,1
6.14728341,119.7,2.7645,0.009757,770.0,83.18,1
2.800111267,706.7,1.0237,0.027766,956.0,197.81,1
34.3511339,599.4,4.4408,0.026053,576.0,26.1,1
3.413036353,3868.7,2.61366,0.055812,1200.0,490.24,1
3.00725068,285.8,4.4302,0.018345,1122.0,373.99,1
4.194496867,660.7,1.7807,0.027522,577.0,26.2,1
1.970340203,403.2,1.7901,0.021783,1599.0,1540.07,1
5.05821338,748.3,1.132,0.058714,1168.0,439.8,1
26.85323647,965.8,4.4557,0.027896,544.0,20.77,1
25.0985083,167.6,2.7727,0.013257,656.0,43.84,1
34.2685741,699.3,4.8251,0.02559,477.0,12.2,1
5.75321539,733.8,1.7948,0.03095,920.0,169.44,1
5.50860699,203.9,3.0788,0.015422,934.0,179.62,1
18.93055119,684.0,3.372,0.024576,766.0,81.42,1
42.94386258,9207.9,3.7591,0.405464,520.0,17.26,0
22.06402,388.7,4.1,0.022444,712.0,60.81,1
5.756245244,623.6,1.071,0.027905,773.0,84.16,1
148.4601819,1532.1,5.499,0.040286,285.0,1.56,1
0.934885365,270.4,1.4083,0.01638,2080.0,4435.29,1
25.7626846,619.5,6.908,0.022795,633.0,37.99,1
11.0317836,182.3,4.753,0.012457,840.0,117.67,1
4.12511935,114.7,2.877,0.00976,1016.0,252.18,1
13.12162167,196.9,3.6138,0.014262,913.0,164.48,1
49.6220669,505.5,7.222,0.025794,546.0,20.99,1
8.08801663,952.9,1.8334,0.030765,792.0,92.93,1
11.55103848,402.8,3.3601,0.018791,845.0,120.76,1
4.469754641,553.9,1.813,0.022136,1103.0,350.69,1
15.77382794,313.6,4.957,0.016277,955.0,196.14,1
6.56226483,260.8,4.0144,0.01552,1290.0,654.67,1
20.67876365,323.9,4.6395,0.017394,749.0,74.36,1
50.79034648,5671.1,10.8474,0.069067,612.0,33.12,1
9.59993246,271.2,4.3206,0.014963,967.0,206.91,1
2.0248205,63.3,2.55,0.007277,1625.0,1652.5,1
201.118319,584.8,10.328,0.021853,300.0,1.92,1
24.7577652,458.7,6.998,0.023093,644.0,40.74,1
12.7983174,336.6,6.401,0.01815,908.0,160.33,1
10.13200555,911.6,3.1683,0.02728,574.0,25.66,1
38.505224,695.2,5.941,0.025468,532.0,18.98,1
4.6126736,133.2,3.0643,0.011477,1294.0,663.8,1
8.67890312,540.6,3.5317,0.021018,905.0,158.43,1
39.3135699,500.1,5.0137,0.020516,540.0,20.04,1
5.94565516,401.2,2.1604,0.018129,568.0,24.71,1
1.52373073,364.7,1.4796,0.022705,818.0,105.95,1
4.225384543,7563.0,2.82038,0.078185,1111.0,360.46,1
60.0853848,432.2,7.007,0.020987,485.0,13.07,1
43.0343364,541.6,6.571,0.025125,484.0,13.01,1
88.6440015,625.5,7.82,0.024607,391.0,5.51,1
35.01190875,436.7,2.868,0.023595,603.0,31.35,1
16.57099265,644.9,2.9052,0.023913,614.0,33.53,1
16.00496657,377.5,6.5047,0.017862,1040.0,276.53,1
1.954525966,392.8,2.0944,0.019224,1540.0,1331.18,1
7.23400381,453.3,2.165,0.019155,831.0,112.48,1
6.77408984,520.3,2.6215,0.020933,1058.0,295.82,1
20.172024672,5368.1,3.1488,0.066137,564.0,24.0,1
26.41044199,991.1,3.0715,0.03051,512.0,16.27,1
8.27745764,197.2,2.713,0.012663,1088.0,331.35,1
14.37504582,251.1,3.208,0.017825,786.0,90.16,1
147.97391,1267.1,6.854,0.032114,329.0,2.78,1
13.24503482,156.1,4.4078,0.011651,887.0,146.31,1
77.2550726,589.5,10.214,0.024976,548.0,21.37,1
3.85690686,127.8,2.0808,0.010442,972.0,210.44,1
116.3311739,1586.3,7.025,0.035703,323.0,2.59,1
6.31943553,581.1,3.3422,0.024241,986.0,223.15,1
12.20951755,538.1,4.1808,0.023354,791.0,92.68,1
3.07644709,216.7,2.6326,0.01442,1253.0,583.25,1
2.11913005,28.7,4.141,0.005188,2090.0,4512.1,0
68.958447,123.3,3.128,0.011473,402.0,6.17,1
18.79591276,2431.4,7.5235,0.048106,852.0,124.64,1
63.0380366,658.7,7.3702,0.023298,465.0,11.1,1
9.69315023,141.8,5.6725,0.01176,1017.0,253.08,1
8.48031229,351.1,7.105,0.021887,952.0,193.86,0
56.1886436,346.2,6.5272,0.019925,503.0,15.13,1
6.92101452,529.7,4.3591,0.023135,619.0,34.85,1
3.27344784,262.5,1.7292,0.014934,625.0,36.05,1
15.3789014,185.1,4.662,0.01252,1039.0,275.53,1
134.4785189,4033.5,5.9288,0.072121,412.0,6.81,1
24.68662378,8052.3,15.168,0.085729,1149.0,412.55,0
98.7179332,7320.0,6.593,0.081484,360.0,3.97,1
71.52543938,5904.3,5.9189,0.06781,340.0,3.15,1
1.72086129,10184.0,2.0243,0.099872,1647.0,1743.61,1
56.4349933,580.0,4.7381,0.021706,465.0,11.04,1
33.7888028,649.2,5.496,0.023375,611.0,33.01,1
3.215109385,158.0,4.365,0.015061,1155.0,421.21,1
3.29276797,80.7,4.8069,0.008673,1458.0,1068.95,1
13.72710334,199.2,7.3419,0.012888,1005.0,241.58,1
24.3110031,184.4,8.7682,0.012424,831.0,112.64,1
44.4304059,238.5,10.306,0.014103,680.0,50.42,1
9.34145925,81.7,6.18,0.008438,1143.0,403.44,1
4.97760447,287.3,2.5719,0.015682,1023.0,258.91,1
21.1285655,176.7,3.852,0.012237,935.0,180.55,1
24.4851178,263.8,4.642,0.021816,1179.0,456.64,0
7.51854537,286.7,2.845,0.015061,784.0,89.41,1
25.96190067,350.3,6.2732,0.017211,850.0,123.11,1
130.3543929,5128.7,6.474,0.06946,369.0,4.36,1
1.855557556,10570.0,2.35672,0.097147,1436.0,1004.89,1
3.364425589,4843.0,1.3261,0.671549,1106.0,352.97,0
16.78175788,908.0,3.7386,0.027823,545.0,20.82,1
105.3035093,1362.2,6.214,0.033268,351.0,3.58,1
2.549562652,495.1,1.6999,0.020119,682.0,50.9,1
13.96950181,1110.0,1.5871,0.036995,387.0,5.29,1
5.21230171,430.0,2.098,0.018794,537.0,19.7,1
17.76076524,1287.2,1.6679,0.034334,368.0,4.34,1
10.55840479,194.2,3.366,0.012634,796.0,94.94,1
6.98800953,193.2,3.103,0.012445,914.0,164.86,1
22.8245144,322.7,6.617,0.016692,946.0,189.46,1
49.1011093,845.6,6.341,0.027082,498.0,14.57,1
7.05675145,130.0,2.0261,0.010978,1196.0,483.95,1
34.8536903,767.7,5.333,0.025958,522.0,17.62,1
2.41434868,191.0,1.2701,0.012299,953.0,195.08,1
2.466070972,704.5,1.9559,0.251698,1260.0,595.8,0
4.30656389,257.0,4.1107,0.017299,1177.0,453.2,1
12.964717746,3732.9,1.8303,0.353935,834.0,114.24,0
1.731079436,11974.0,1.8419,0.537502,1541.0,1332.5,0
7.794302043,3387.4,1.1081,0.153996,882.0,142.82,1
14.5324483,1355.9,3.13,0.033083,664.0,46.06,1
5.248667607,601.2,1.917,0.02569,1056.0,293.42,1
7.96431492,746.0,1.5342,0.024538,805.0,99.42,1
92.7297248,1257.5,6.83,0.038187,276.0,1.38,1
1.485710994,20824.0,2.2874,0.130256,1562.0,1404.81,1
71.3116598,2138.0,8.813,0.042352,475.0,12.01,1
15.44428875,3596.2,2.0791,0.347304,731.0,67.39,0
1.411230023,388.2,1.4325,0.021233,1164.0,436.04,1
96.9151707,862.8,6.065,0.027419,325.0,2.64,1
13.47472742,729.6,2.5995,0.02444,634.0,38.21,1
2.29503515,172.1,1.654,0.011933,1304.0,681.51,1
27.495634,483.3,4.858,0.021247,590.0,28.66,1
14.08826442,889.4,4.1847,0.027205,724.0,64.97,1
3.905081685,21340.0,2.8213,0.13191,1046.0,282.59,1
110.9643706,1283.2,12.831,0.035366,239.0,0.77,1
6.94135824,825.0,1.8899,0.030784,876.0,139.05,1
17.276296682,10458.0,3.94738,0.090661,538.0,19.88,1
31.7821117,570.2,3.856,0.021609,528.0,18.32,1
4.36273233,341.6,2.2375,0.01828,1023.0,258.7,1
18.6848377,1251.5,3.7965,0.032436,402.0,6.16,1
7.41634701,505.5,2.1362,0.020845,547.0,21.1,1
9.91724268,457.9,3.2241,0.021657,903.0,157.41,1
82.5341188,1895.4,4.8556,0.038637,260.0,1.08,1
20.16037858,343.6,4.13,0.022072,510.0,16.03,1
10.99470891,884.7,1.5929,0.026796,512.0,16.24,1
1.194812329,189.5,1.3777,0.012883,1806.0,2521.46,0
10.84969477,1122.1,3.474,0.031398,676.0,49.3,1
12.18420006,499.3,2.5014,0.022196,819.0,106.52,1
3.76417012,558.4,2.0111,0.021335,908.0,160.99,1
5.92972237,412.1,2.518,0.018387,972.0,210.95,1
12.2476121,402.7,3.209,0.018189,763.0,80.29,1
13.59051547,621.9,3.784,0.022536,724.0,64.8,1
46.8776724,539.8,10.041,0.024183,484.0,13.01,1
89.1935737,868.3,4.0104,0.02697,483.0,12.83,1
13.09390911,398.7,2.2805,0.021118,752.0,75.58,1
4.915385452,225.5,2.7757,0.014007,1042.0,279.43,1
87.455958,1604.9,18.257,0.304131,728.0,66.26,0
0.805259257,1384.3,1.42246,0.287836,2723.0,12990.09,0
9.76785911,585.4,2.1649,0.027327,749.0,74.48,1
40.80957343,436.1,3.158,0.024227,623.0,35.68,1
22.08551599,3157.4,2.1727,0.054067,352.0,3.63,1
1.151166776,578.4,1.0907,0.021882,957.0,199.25,1
4.693305543,14523.0,5.17249,0.111211,1389.0,881.73,0
3.246732048,6998.2,3.0535,0.077925,1459.0,1072.7,1
8.3606759,194.8,6.287,0.012745,929.0,176.04,0
62.1385979,886.3,4.2938,0.029043,524.0,17.88,1
26.635216,1492.8,5.949,0.287022,536.0,19.45,0
17.84850835,391.2,5.8919,0.020563,888.0,146.82,1
26.1363443,362.2,6.613,0.01751,782.0,88.29,1
11.1895709,143.3,5.3,0.011323,1037.0,273.37,1
2.757977384,211.0,2.1489,0.015478,1332.0,744.97,1
18.692860599,51256.0,3.88584,0.205493,528.0,18.4,0
14.80075082,501.4,5.762,0.020773,1912.0,3158.09,1
3.126861192,794.6,1.1926,0.026786,1391.0,886.72,1
87.24250316,17860.0,4.1206,0.152059,390.0,5.49,0
16.87725775,818.4,3.7917,0.026718,642.0,40.09,1
12.05705659,523.9,2.3462,0.021488,689.0,53.26,1
28.26727385,1160.2,4.5839,0.030268,517.0,16.84,1
3.770590654,314.4,2.029,0.016172,1272.0,619.65,1
2.7073064,69.5,3.4378,0.007624,1709.0,2012.12,1
66.4159789,2053.2,7.061,0.041515,376.0,4.71,1
8.0103929,294.1,4.2713,0.015473,940.0,184.38,1
27.6666375,324.0,6.315,0.016826,622.0,35.27,1
5.19559398,116.0,3.748,0.009719,1085.0,327.78,1
57.2488518,1455.6,6.083,0.034581,431.0,8.17,1
37.0551726,1028.8,5.439,0.034562,498.0,14.59,1
16.33269981,300.4,2.174,0.019073,591.0,28.76,1
10.05550267,147.7,2.951,0.010883,694.0,54.96,1
9.30413878,637.3,1.9254,0.023226,583.0,27.35,1
4.33722007,358.5,2.4973,0.017003,996.0,231.86,1
1.653889476,124.4,1.7242,0.010095,1373.0,838.03,1
150.8783198,659.9,8.6797,0.02302,423.0,7.56,1
3.553831111,191.8,3.1029,0.013709,1292.0,658.37,1
1.6783263,146.3,2.5123,0.01326,1659.0,1797.15,1
5.65378163,366.8,1.9483,0.017893,1020.0,256.14,1
5.99185827,186.3,1.7215,0.014875,1355.0,796.76,1
120.0183551,886.0,11.637,0.028322,473.0,11.84,1
14.30517579,863.4,4.535,0.033025,693.0,54.59,1
9.18189122,363.6,4.343,0.023538,804.0,98.61,1
2.935362067,1052.6,1.5043,0.035096,1022.0,258.48,1
13.53953595,134.2,4.389,0.010628,1079.0,320.19,1
22.7082375,298.8,3.503,0.015865,677.0,49.67,1
7.97033985,490.8,2.6675,0.020226,839.0,116.77,1
5.33459393,226.3,2.642,0.01362,627.0,36.55,0
8.49640437,834.0,2.2128,0.027616,702.0,57.43,1
66.1843646,560.5,5.155,0.025433,436.0,8.57,1
2.032318856,287.5,1.1596,0.015039,1011.0,247.21,1
3.62275506,180.6,2.7868,0.012192,1304.0,683.84,1
2.892216772,360.5,1.3596,0.019577,794.0,93.66,1
187.746606,1583.0,5.885,0.035869,267.0,1.2,1
2.543063763,152.0,2.8473,0.011173,1319.0,716.3,1
3.177414601,1134.3,1.5262,0.034227,997.0,233.26,1
2.168451063,466.9,1.458,0.019923,1558.0,1389.18,1
37.8154157,286.4,4.662,0.015706,401.0,6.09,1
53.5783052,224.9,5.194,0.015126,357.0,3.82,1
33.1362861,825.2,4.163,0.029482,357.0,3.86,1
7.72513619,382.2,2.042,0.024589,581.0,26.91,1
10.71253475,1198.6,2.7186,0.034061,485.0,13.09,1
32.5635249,578.3,5.418,0.021865,490.0,13.63,1
12.19140405,665.8,1.8832,0.023339,763.0,80.01,1
6.11784972,60.5,3.458,0.007241,1211.0,509.24,1
3.97599629,206.0,2.2029,0.013018,936.0,181.47,1
7.68478504,274.1,2.447,0.014831,830.0,112.06,1
0.990516282,101.6,2.019,0.013418,2841.0,15469.83,0
15.0447098,97.9,5.823,0.009046,931.0,177.24,1
1.118547814,234.8,1.5534,0.013601,1174.0,447.97,1
6.42199919,161.6,2.6192,0.011701,1000.0,236.21,1
9.75374033,430.8,2.348,0.019066,813.0,103.3,1
81.3153052,715.5,5.807,0.023917,393.0,5.64,1
51.3283527,692.3,9.357,0.025029,546.0,21.06,1
19.7919389,383.7,3.787,0.022714,736.0,69.48,1
26.8475962,254.1,10.068,0.01474,800.0,96.89,1
62.8917493,791.0,6.831,0.02681,384.0,5.13,1
14.87149773,944.9,2.4076,0.027799,391.0,5.51,1
2.732767897,613.1,1.1102,0.024752,687.0,52.68,1
119.8401019,5448.7,3.6796,0.365731,255.0,1.0,0
9.61375316,797.9,4.654,0.026947,931.0,177.26,1
29.9685917,309.5,6.678,0.016258,644.0,40.76,1
33.2407985,341.9,4.675,0.01668,486.0,13.17,1
2.97600846,103.2,4.274,0.009965,1892.0,3034.68,0
15.18727049,292.5,4.509,0.017654,789.0,91.56,1
28.6853212,689.1,6.307,0.029427,547.0,21.09,1
0.588001053,297.4,1.1451,0.015848,1188.0,473.45,1
85.7357202,747.7,7.625,0.025021,448.0,9.54,1
1.078389713,300.5,1.3394,0.018374,1667.0,1817.38,1
5.03728033,76.3,2.0619,0.010281,1321.0,720.22,1
3.289726319,234.9,2.3274,0.013779,1116.0,367.18,1
7.18644594,402.0,1.4972,0.02206,860.0,129.48,1
15.94248453,1093.7,3.4894,0.029718,616.0,34.06,1
41.0081117,1004.5,4.376,0.034114,425.0,7.72,1
11.55562042,441.5,1.6758,0.022688,703.0,57.75,1
12.2885046,342.1,2.807,0.017657,913.0,164.61,1
17.13263125,850.2,3.0555,0.026597,611.0,32.91,1
19.0231361,401.6,3.431,0.019553,647.0,41.5,1
4.57948235,207.1,3.106,0.012971,1040.0,276.82,1
1.003931703,491.1,1.4361,0.019769,1419.0,962.58,1
0.614083885,389.5,0.9817,0.01832,2603.0,10827.22,0
55.8224775,879.6,5.457,0.026492,379.0,4.85,1
6.11010439,59.7,2.314,0.007118,1125.0,378.84,1
4.286866229,1321.9,4.4726,0.036172,1217.0,517.66,1
10.27380957,352.8,3.252,0.017115,799.0,96.27,1
13.39155154,48.9,3.391,0.006628,1180.0,459.23,1
5.62904396,39.5,3.7295,0.005805,1576.0,1459.41,1
8.2562857,37.3,2.0378,0.006235,1387.0,874.56,1
12.33087921,872.2,3.0664,0.026543,671.0,47.99,1
4.421566535,684.0,2.1229,0.028726,729.0,66.94,1
15.72585941,1313.1,3.8284,0.032661,602.0,31.13,1
1.252753881,200.0,2.1472,0.013107,2199.0,5545.35,1
13.36019864,699.9,2.788,0.024481,520.0,17.3,1
76.957056,367.1,9.551,0.018409,451.0,9.81,1
8.84784273,460.2,2.0572,0.019043,479.0,12.48,1
9.98970266,988.4,3.7,0.028075,705.0,58.26,1
5.63252508,634.4,2.1448,0.023204,844.0,119.75,1
1.442592305,166.0,2.9698,0.011979,2700.0,12557.23,1
14.17222858,246.8,2.6297,0.01667,873.0,137.33,1
4.92031063,81.0,4.046,0.00824,1242.0,562.99,1
56.4931698,411.9,8.704,0.019847,681.0,50.79,1
13.82142084,765.2,3.985,0.030937,560.0,23.15,1
2.30367952,136.4,3.0898,0.01379,1384.0,866.21,0
5.78387049,413.3,1.3966,0.018724,1051.0,288.69,1
11.08507658,771.8,1.751,0.028916,665.0,46.17,1
0.571038347,242.1,1.1267,0.017056,1897.0,3069.59,1
8.77425786,239.6,2.2245,0.017677,771.0,83.63,1
4.51005082,294.8,2.1533,0.01542,1063.0,301.74,1
37.6468519,427.4,6.344,0.018542,787.0,90.85,1
29.4557841,533.8,3.451,0.021147,598.0,30.3,1
12.466004437,2232.1,5.0066,0.043414,897.0,152.76,1
2.361724472,587.0,1.2167,0.021561,922.0,170.59,1
34.7630543,293.7,4.309,0.016908,554.0,22.23,1
20.0545282,305.4,7.173,0.019945,755.0,76.97,1
3.17059731,325.4,1.6686,0.018398,1080.0,321.28,1
27.0142622,287.6,5.385,0.015459,677.0,49.65,1
12.50945798,155.3,3.479,0.011945,875.0,138.54,1
26.0203329,1164.4,4.965,0.033353,675.0,49.09,1
0.769854899,109.6,1.0243,0.010351,1650.0,1756.8,1
6.89226333,214.4,2.4921,0.01332,1156.0,422.14,1
8.07127043,318.2,2.393,0.016427,856.0,126.94,1
11.01819178,545.7,4.635,0.024936,840.0,117.97,1
30.9505927,301.4,5.394,0.021282,428.0,7.91,1
3.979867514,907.6,2.3607,0.249402,1173.0,446.89,0
23.3593589,570.1,5.389,0.027068,684.0,51.68,1
9.69310837,1130.7,2.734,0.031409,609.0,32.4,1
24.2598301,1540.3,3.897,0.289221,547.0,21.13,0
116.5214317,771.5,5.577,0.288236,457.0,10.33,0
0.813166357,173.5,1.4122,0.011791,1693.0,1945.44,1
10.86062378,189.6,2.2874,0.012793,1108.0,356.24,1
24.08632177,1041.7,2.236,0.033194,500.0,14.78,1
17.40208965,616.5,3.745,0.243775,422.0,7.49,0
37.9456138,1032.9,4.093,0.029502,515.0,16.61,1
1.141877248,309490.0,4.33931,0.593216,2184.0,5358.79,0
5.77675928,3522.5,6.789,0.34292,954.0,195.79,0
24.1738244,532.6,3.056,0.020897,595.0,29.69,1
5.186737262,712.7,0.8023,0.028314,860.0,129.37,1
1.217000383,459.8,1.3285,0.019082,1314.0,707.61,1
13.6823798,179.6,4.153,0.012774,802.0,97.74,1
8.79618433,286.3,3.3781,0.015488,938.0,183.26,1
16.85592593,871.5,2.309,0.026549,408.0,6.52,1
14.36270451,349.4,4.564,0.017363,918.0,167.88,1
69.8956789,548.4,5.276,0.025186,442.0,8.99,1
6.24667547,396.8,11.261,0.021978,1902.0,3095.83,1
2.344512589,58.9,1.4116,0.00784,1471.0,1106.25,1
5.766165573,364.8,3.8314,0.017485,1159.0,426.48,1
18.3027235,186.7,8.262,0.013531,902.0,156.71,1
2.888904439,402.2,1.6043,0.020322,976.0,215.06,1
17.14648756,440.3,4.2354,0.02359,811.0,102.24,1
16.09227518,128.5,2.1072,0.013459,503.0,15.15,1
62.7843981,325.0,4.81,0.016583,530.0,18.7,1
91.500873,704.8,4.842,0.023662,310.0,2.18,1
44.2993483,797.9,4.298,0.026848,463.0,10.85,1
3.13877646,174.1,1.6663,0.012262,1022.0,257.32,1
35.9682692,269.7,2.839,0.017647,674.0,48.68,1
25.3690868,110.1,4.746,0.0109,755.0,76.9,1
6.89213244,82.0,1.725,0.008563,1177.0,454.45,1
42.3006282,507.9,4.372,0.020615,558.0,22.94,1
0.838597429,2482.1,1.68668,0.330932,2278.0,6353.25,0
55.1866213,375.5,9.133,0.017841,568.0,24.56,1
1.728528176,197.6,3.682,0.014151,2720.0,12977.86,0
14.97436238,265.4,2.4461,0.014655,631.0,37.53,1
3.97076603,349.2,1.814,0.018881,958.0,198.43,1
2.352273912,318.6,1.7389,0.015785,1019.0,255.03,1
22.0425953,348.0,61.2018,0.209167,760.0,78.85,0
23.34036251,615.1,2.054,0.022658,601.0,30.94,1
15.03366411,374.9,3.272,0.017431,669.0,47.32,1
106.247882,397.4,13.78,0.01889,377.0,4.75,1
8.508333104,646.5,3.4559,0.023076,909.0,161.66,1
12.94123564,328.8,4.636,0.016629,795.0,94.29,1
5.349791,88.8,4.279,0.00997,1156.0,422.79,1
5.26211833,194.5,3.244,0.013665,1166.0,436.61,1
12.1628195,306.3,2.3161,0.02198,882.0,142.77,1
23.5541012,95.2,7.3,0.009353,1381.0,859.63,1
41.6977582,684.8,5.513,0.02375,488.0,13.45,1
4.79029482,142.0,2.7219,0.011014,938.0,183.02,1
38.6715843,599.3,5.532,0.024605,502.0,15.03,1
8.32651854,267.9,5.483,0.016452,938.0,182.69,1
5.53533152,260.6,2.793,0.014566,1054.0,292.33,1
16.7261969,194.9,2.708,0.01301,729.0,66.83,1
21.58752788,336.8,4.4968,0.016798,747.0,73.42,1
3.757294695,273.3,0.9269,0.015786,877.0,139.89,1
3.2828024,142.5,3.2532,0.010816,1467.0,1093.39,1
4.64495172,147.4,3.366,0.011202,1209.0,504.23,1
16.48686712,987.9,1.431,0.23474,760.0,78.99,1
2.685054445,252.7,1.0473,0.016076,1137.0,395.08,1
16.8600805,273.4,5.557,0.016086,765.0,80.9,1
1.54320541,91.2,2.5779,0.008754,1827.0,2636.85,1
49.5004725,965.2,5.772,0.027578,402.0,6.2,1
6.47539108,530.6,2.7048,0.02122,793.0,93.41,1
16.85825609,759.6,2.0728,0.027757,576.0,26.05,1
3.132604547,9969.2,3.6337,0.377855,1444.0,1028.81,0
2.949029106,358.3,2.0311,0.016815,1027.0,263.92,1
37.8658964,395.2,4.782,0.018061,543.0,20.61,1
8.30865307,836.1,3.2747,0.026057,747.0,73.53,1
11.93205399,178.5,6.205,0.01206,905.0,158.22,1
7.54235832,132.5,4.73,0.0105,1054.0,292.19,1
5.02818253,181.3,3.526,0.012294,1272.0,620.0,1
1.897828815,132.4,2.7114,0.010464,1761.0,2278.95,1
10.62788695,326.7,4.576,0.016923,872.0,136.34,1
1.104462494,469.1,1.0458,0.019518,1397.0,898.79,1
4.89336495,138.3,3.485,0.010904,1374.0,842.45,1
11.17392077,324.8,3.307,0.016441,796.0,94.84,1
31.0325991,737.4,3.476,0.02592,561.0,23.41,1
0.512407185,329.2,1.0579,0.016697,1255.0,583.45,0
4.150297119,593.4,1.2058,0.032359,981.0,218.44,0
5.89661966,144.0,3.154,0.01076,1000.0,237.1,1
33.4178173,1166.8,4.645,0.038586,448.0,9.56,1
2.053341891,65.5,2.596,0.009704,1737.0,2154.14,1
56.7769831,884.3,6.864,0.029059,491.0,13.74,1
18.78429232,1009.5,3.1136,0.030522,433.0,8.3,1
3.61460279,64.8,3.227,0.007519,1347.0,776.7,1
13.15140223,97.8,5.439,0.010455,1008.0,243.84,1
18.5084526,758.9,6.596,0.286358,683.0,51.32,1
7.47763833,110.0,2.5693,0.009635,1346.0,776.56,0
42.1918331,488.7,7.083,0.019889,526.0,18.08,1
3.73090026,191.2,2.9095,0.014249,1128.0,383.51,1
